id,category,instruction,reference,baseline_prediction,baseline_rouge_l,baseline_bleu,lora_prediction,lora_rouge_l,lora_bleu,qlora_prediction,qlora_rouge_l,qlora_bleu,full_fine-tune_prediction,full_fine-tune_rouge_l,full_fine-tune_bleu,best_mode
26,closed_qa,"Given a reference text about Michał Rozenfeld, tell me what he did before the war and where he's buried.",Michał Rozenfeld studied psychology before being sent to the Warsaw Ghetto during the war. He is buried at the Jewish Cemetery on Okopowa Street in Warsaw.,"Michał Rozenfeld studied psychology before the war. He is buried in a mass grave in the Jewish cemetery on Okopowa Street in Warsaw.  ### Instruction:
Given a reference text about Michał Rozenfeld, te",0.1791,0.0959,"Before the war, Michał Rozenfeld studied psychology with, among others, Tadeusz Kotarbiński. After the outbreak of World War II, Rozenfeld was sent to the Warsaw Ghetto, where he worked as a teacher. ",0.2029,0.0631,"Before the war, Michał Rozenfeld studied psychology with Tadeusz Kotarbiński. After the war broke out, he was sent to the Warsaw Ghetto, where he worked as a teacher. He belonged to the Polish Workers",0.1991,0.0636,"Before the war, Michał Rozenfeld studied psychology. He is buried in a mass grave of the People's Guard partisans in the Jewish cemetery on Okopowa Street in Warsaw. He was posthumously awarded the Si",0.1395,0.0605,LoRA
27,closed_qa,Where did peanut butter and jelly sandwiches originate?,"In 1901, the Boston Cooking School Magazine published the first known reference for a peanut butter and jelly sandwich. This magazine article called for ""three very thin layers of bread and two of fil","The first known reference for a peanut butter and jelly sandwich appeared in the Boston Cooking School Magazine in 1901. It called for ""three very thin layers of bread and two of filling, one of peanu",0.2930,0.1725,"The first known reference for a peanut butter and jelly sandwich appeared in the Boston Cooking School Magazine in 1901; it called for ""three very thin layers of bread and two of filling, one of peanu",0.2920,0.1689,"The first known reference for a peanut butter and jelly sandwich appeared in the Boston Cooking School Magazine in 1901; it called for ""three very thin layers of bread and two of filling, one of peanu",0.2952,0.1712,"The first known reference for a peanut butter and jelly sandwich appeared in the Boston Cooking School Magazine in 1901. It called for ""three very thin layers of bread and two of filling, one of peanu",0.2878,0.1659,QLoRA
28,closed_qa,"Given a reference text about Mussa Azzan Zungu, tell me his current position.",Mussa Azzan Zungu's current position is Deputy Speaker of Tanzania National Assembly.,Mussa Azzan Zungu is the current Deputy Speaker of Tanzania National Assembly.,0.8000,0.4962,Deputy Speaker of Tanzania National Assembly. He's also current Member of Parliament for Ilala constituency since 2005. He has continued to retain the parliamentary seat in 2010 & 2015. He was appoint,0.0569,0.0239,Deputy Speaker of Tanzania National Assembly. He's also current Member of Parliament for Ilala constituency since 2005. He has continued to retain the parliamentary seat in 2010 & 2015. He was appoint,0.0569,0.0239,Mussa Azzan Zungu is the current Deputy Speaker of Tanzania National Assembly. He was appointed to this position after the resignation of the former Speaker Job Ndugai. He was elected to become the cu,0.0939,0.0271,Full Fine-Tune
29,closed_qa,"Based on this questio about Kingdom Hearts, what company published it?",Square Enix,"Square Enix.  Square Enix is the company that published Kingdom Hearts.  Square Enix was originally called Square, but it was renamed in 2003.  Square Enix is a Japanese video game developer and publi",0.0191,0.0018,"Square Enix (originally by Square) published Kingdom Hearts. It is a collaboration between Square Enix and The Walt Disney Company and is under the leadership of Nomura, a longtime Square Enix employe",0.0200,0.0020,Square Enix published Kingdom Hearts.  It was originally published by Square.  Square Enix is a Japanese company.  The game was developed by Square Enix.  The game was also developed by Square.  The g,0.0211,0.0020,"Kingdom Hearts was published by Square Enix. It is a collaboration between Square Enix and The Walt Disney Company. It is under the leadership of Nomura, a longtime Square Enix employee. It is a fanta",0.0196,0.0019,QLoRA
30,creative_writing,Why do I have a belly button?,"When we were a baby we were connected to our mother through an umbilical cord that provided food, water and nutrients to help us grow. The belly button is the spot where the cord was once attached fro","You have a belly button because when you were a baby, you were inside your mother's womb. The umbilical cord, which is a special cord that connects you to your mother's placenta, was attached to your ",0.1920,0.0236,You have a belly button because you were once connected to your mother via the umbilical cord.  The umbilical cord is a tube that connects the mother's placenta to the baby's belly.  The placenta is a,0.1818,0.0229,You have a belly button because you were once a fetus inside your mother's womb.  The umbilical cord was attached to your navel and provided you with the necessary nutrients to grow.  When you were bo,0.1447,0.0287,You have a belly button because you were once a fetus inside your mother's womb.  The umbilical cord was the lifeline that kept you alive and nourished while you were growing inside your mother's womb,0.1132,0.0195,LoRA
31,creative_writing,What are the best day trips near San Francisco?,"The San Francisco Bay Area has a number of amazing day trips offering a variety of options.  The wine country is less than an hour away.  Santa Cruz, Monterey & Big Sur are all great escapes to the co","San Francisco is a great base for exploring the surrounding region, with plenty of exciting day trip options within a few hours' drive. Here are some of the best day trips near San Francisco:

1.  **M",0.1423,0.0102,"There are many great day trips near San Francisco.  Some of the most popular include:
- Muir Woods:  A beautiful redwood forest just north of San Francisco.  It is a great place to hike and enjoy natu",0.1355,0.0077,"There are many great day trips near San Francisco.  Some of the most popular day trips include:
- Muir Woods and Sausalito
- Napa Valley
- Sonoma
- Santa Cruz
- Monterey
- Big Sur
- Lake Tahoe
- Yosem",0.1058,0.0040,"There are many great day trips near San Francisco.  The most popular are Muir Woods, Sausalito, and Napa Valley.  Muir Woods is a beautiful redwood forest that is only 30 minutes from San Francisco.  ",0.1344,0.0093,LoRA
32,creative_writing,What is the best food?,"We all need food to survive. For many people, food is more than a necessity for survival. Food is a lifestyle. Food is art. For these foodies, let us consider, what is the best food. In this author's ","The best food is subjective and can vary greatly depending on personal preferences, cultural background, and dietary needs. Some people may prefer sweet treats like chocolate or ice cream, while other",0.1587,0.0071,"The best food is the one that you enjoy the most.  If you like pizza, then pizza is the best food.  If you like sushi, then sushi is the best food.  If you like tacos, then tacos are the best food.  T",0.2000,0.0626,"The best food is the one that you enjoy the most.  It could be a burger, pizza, sushi, or any other food that you like.  The best food is the one that you enjoy the most.  It could be a burger, pizza,",0.1733,0.0064,"The best food is the food that you enjoy the most.  It could be a hamburger, pizza, or a salad.  It could be a meal that you have at a restaurant or a meal that you cook at home.  It could be a meal t",0.1737,0.0068,LoRA
33,creative_writing,Imagine you are the last person on Earth. Write a diary entry describing your thoughts and feelings.,"December 25, 2061

Dear Diary:

Looks like this is it. My last day as the last human (that I know of) on this stupid planet. I mean, it could NOT be my last day, because who knows how and when I'll di","**March 15, 2023**

I can barely believe it's been three months since the world ended. It feels like an eternity since I've seen another human being. I'm starting to lose track of time. The days blend",0.1148,0.0008,"I am the last person on Earth. I am sitting in my living room, surrounded by the remnants of a civilization that once thrived. I am filled with a mix of emotions - sadness, loneliness, and a sense of ",0.1346,0.0013,I am the last person on Earth. I am alone. I am scared. I am sad. I am angry. I am confused. I am lost. I am alone. I am scared. I am sad. I am angry. I am confused. I am lost. I am alone. I am scared,0.0514,0.0004,I am the last person on Earth. I am alone. I am scared. I am sad. I am lonely. I am confused. I am angry. I am frustrated. I am tired. I am hungry. I am thirsty. I am cold. I am hot. I am tired. I am ,0.0514,0.0004,LoRA
34,creative_writing,Write about something you hate.,"I hate motorized scooters. I live in London and over the last few years, they have become extremely popular for people getting around the city. Most people are okay on them, but there are far too many","I hate it when people don't recycle. It's so frustrating to see people carelessly throwing away plastic bottles, cans, and paper without even thinking about the impact it has on the environment. Recyc",0.1069,0.0041,I hate when people don't listen to me. I hate when people don't respect my time. I hate when people don't respect my space. I hate when people don't respect my feelings. I hate when people don't respe,0.0489,0.0025,I hate the smell of onions.  I hate the smell of onions because it makes me feel sick.  I hate the smell of onions because it makes me feel sick.  I hate the smell of onions because it makes me feel s,0.0696,0.0026,I hate when people are late. I hate when people are late because it makes me feel like I am not important. I hate when people are late because it makes me feel like I am not important because it makes,0.0576,0.0026,QLoRA
35,creative_writing,"Describe what your ideal pet cat would look like, and what you would name it.","My ideal cat would be a long haired ginger Maine Coon, with a beautifully fluffy coat that would be super soft to pet and bright green eyes. I would name him Rory, because that is a name that means Re","My ideal pet cat would be a sleek and agile feline with a shimmering silver coat and piercing emerald green eyes. It would have a slender yet muscular build, with a short, smooth coat that requires mi",0.2000,0.0254,"My ideal pet cat would be a black cat with a white patch on its nose. It would be named ""Midnight"". It would be a very playful cat, and would love to play with a ball of yarn. It would be very affecti",0.1589,0.0305,My ideal pet cat would be a grey and white cat with a fluffy coat. It would have a small nose and big eyes. It would be a female cat and I would name it Luna. I would like it to be a playful cat that ,0.2082,0.0286,"My ideal pet cat would be a black cat with bright green eyes. I would name it ""Midnight"" because it would be black and have bright green eyes. I would name it ""Midnight"" because it would be black and ",0.1708,0.0459,QLoRA
36,creative_writing,Draft an e-mail to a resort inquiring about information regarding a vow renewal celebration for my wife and me.,"Hi Jane,

I am reaching out to obtain information about hosting a vow renewal celebration at your resort. You were listed as an event POC on the resort's website, please connect me with another collea","Subject: Inquiry for Vow Renewal Celebration Information

Dear [Resort Name] Team,

I am reaching out to inquire about the possibility of hosting a vow renewal celebration at your resort. My wife and ",0.2292,0.1088,"Dear [Resort Name],

I am writing to inquire about information regarding a vow renewal celebration for my wife and me. We are looking for a resort that can accommodate 20-30 guests and has a private c",0.1830,0.0254,"Dear [Resort Name],

I am writing to inquire about information regarding a vow renewal celebration for my wife and me. We are interested in celebrating our anniversary at your resort and would like to",0.2273,0.0494,"Dear [Resort],
I am writing to inquire about your resort for a vow renewal celebration for my wife and me. We are looking for a resort that can accommodate 50 guests and has a private beach. We would ",0.2152,0.0627,QLoRA
37,creative_writing,Should I pursue a PhD in STEM?,"Whether or not to pursue a PhD will depend on a number of factors. These days, many professions require more and more certification and proof of education. However, a PhD is usually only require in th","Pursuing a PhD in STEM (Science, Technology, Engineering, and Mathematics) can be a rewarding and challenging experience, but it's essential to carefully consider your motivations, goals, and circumst",0.1896,0.0126,Pursuing a PhD in STEM is a significant investment of time and resources.  It is not a decision to be taken lightly.  If you are passionate about research and want to contribute to the advancement of ,0.2227,0.0673,"Pursuing a PhD in STEM is a significant undertaking that requires a lot of time, money, and dedication. It is not for everyone. If you are passionate about research and want to contribute to the scien",0.2056,0.0626,"Pursuing a PhD in STEM is a great way to develop your skills in research and critical thinking. It can also be a great way to develop your skills in communication and collaboration. However, it is not",0.1867,0.0441,LoRA
38,creative_writing,Why did the cow jump over the moon?,"The cow wanted to jump to the moon because it had run out of milk for its calf. The calf was crying day and night because of how hungry it was. The mother cow looked up at the night sky, saw the milky","The cow jumped over the moon because it was a dream. The question is a reference to the traditional English nursery rhyme ""Hey Diddle Diddle,"" which features a cow jumping over the moon. The rhyme is ",0.1883,0.0403,The cow jumped over the moon because it was a dream.  The cow was not actually jumping over the moon.  The cow was just dreaming about jumping over the moon.  The cow was dreaming about jumping over t,0.2312,0.0329,The cow jumped over the moon because it was a dream.  The cow was dreaming about jumping over the moon.  The cow was dreaming about jumping over the moon because it was a dream.  The cow was dreaming ,0.2312,0.0329,The cow jumped over the moon because it was a dream.  The dream was a dream of a dream.  The dream of a dream was a dream of a dream of a dream.  The dream of a dream of a dream was a dream of a dream,0.1071,0.0190,LoRA
39,creative_writing,What are the pros and cons of outdoor and indoor soccer?,"Outdoor soccer is more appealing as we are out in nature. 
The outdoor field is bigger
Outdoor soccer is most popular
Major soccer tournaments worldwide are played outdoors, including the World Cup

I","Outdoor soccer has several pros and cons. On the one hand, playing soccer outdoors can be beneficial for players as it allows them to develop their skills in a more natural environment, which can help",0.1683,0.0138,"Outdoor soccer is a more natural game, with a more natural ball, and a more natural playing surface. The ball is made of leather, and the playing surface is grass. The game is played in the open air, ",0.1895,0.0130,Outdoor soccer is played on a grass field and is typically played in the spring and fall. The pros of outdoor soccer are that the field is larger and the game is more physically demanding. The cons of,0.2069,0.0167,"Outdoor soccer is a great way to get exercise and enjoy the outdoors. It is also a great way to get a workout. However, it can be very hot and humid in the summer, and cold and wet in the winter. It c",0.1778,0.0133,QLoRA
40,general_qa,"What is the difference between UI design, UX design and Product design?","While all of these types of design are related, there are several key differences. UI design focuses on the actual visual design of an experience and the look and feel of the controls. UX design is al","UI (User Interface) design focuses on the visual aspects of a product, such as the layout, color scheme, typography, and overall aesthetic. It's concerned with how the product looks and feels, making ",0.2092,0.0245,"UI design is the process of creating the visual elements of a product, such as the layout, colors, typography, and graphics. It is focused on creating a visually appealing and user-friendly interface.",0.2000,0.0110,"UI design is the process of creating the visual elements of a product, such as the layout, colors, typography, and imagery. UX design is the process of creating the user experience of a product, such ",0.2020,0.0112,"UI design is the process of creating the visual elements of a product, such as the layout, colors, typography, and imagery. It is focused on making the product look visually appealing and user-friendl",0.2138,0.0111,Full Fine-Tune
41,general_qa,How do I get in shape?,"In order to get in good physical shape, you need to take multiple aspects of physical health into account. Some keys components that influence one's physical health are diet, exercising, and recovery.","Getting in shape requires a combination of regular exercise, a balanced diet, and sufficient rest. Here are some steps you can follow:

1.  **Set your goals**: Define what ""in shape"" means to you. Do ",0.1484,0.0041,"There are many ways to get in shape.  The most important thing is to find something you enjoy and stick to it.  You can start by going for a walk or jog.  You can also try running, swimming, or biking",0.1524,0.0087,"To get in shape, you need to exercise regularly.  You can start by doing some light cardio, such as jogging or cycling, and then move on to strength training.  You can also try high-intensity interval",0.1588,0.0253,"Getting in shape is a great goal to have.  It can be challenging, but it is also rewarding.  The first step is to set a goal.  What do you want to achieve?  Do you want to lose weight?  Do you want to",0.1337,0.0035,QLoRA
42,general_qa,Why do humans play sports?,Humans play sports for a variety of reasons but one reason is to have fun.   Playing sports is also a good form of exercise which helps humans stay in shape.  Not everyone enjoys playing sports but fo,"Humans play sports for a variety of reasons. Some of the most common reasons include:

*   **Physical Health:** Sports can help improve physical fitness, coordination, and overall health. Regular exer",0.1721,0.0373,Humans play sports for a variety of reasons.  Some people play sports to stay active and healthy.  Some people play sports to compete against others.  Some people play sports to have fun.  Some people,0.1313,0.0354,Humans play sports for a variety of reasons.  Some people play sports for the physical benefits of exercise.  Others play sports for the social benefits of being part of a team.  Some people play spor,0.1245,0.0285,Humans play sports for a variety of reasons.  Some people play sports for the love of the game.  Others play sports to stay healthy.  Some people play sports to be part of a team.  Some people play sp,0.1149,0.0301,LoRA
43,general_qa,Are you going for a walk today?,"After these last rainy days, I'm definitely going for a walk today! With this sunny weather, staying at home would be a shame!","Yes, I am. I'm going to the park. It's a beautiful day outside. The sun is shining and the birds are singing. I love walking in the park. It's so peaceful and relaxing. I get to enjoy nature and clear",0.0750,0.0138,"Yes, I am going for a walk today. I am going to walk to the park and then to the grocery store. I will also walk to the library. I will walk to the library to return a book that I have been reading. I",0.0528,0.0098,"Yes, I am going for a walk today. I am going to walk to the park and then to the grocery store. I am going to buy some fresh fruit and vegetables. I am going to walk back home and then I am going to m",0.0615,0.0104,I am going for a walk today. I am going to walk around the block. I am going to walk around the block because I want to get some exercise. I am going to walk around the block because I want to get som,0.0455,0.0093,QLoRA
44,general_qa,Who is the greatest guitarist of all time?,"Music tastes differ greatly so it's difficult to come up with a definitive answer on who the best guitarist is. Some one once asked Jimmy Hendrix, arguably one of the greatest guitarist of all time, w","This is a subjective question, and opinions on the greatest guitarist of all time vary widely depending on personal taste, musical genre, and cultural context. However, some of the most commonly cited",0.1115,0.0240,The greatest guitarist of all time is Jimi Hendrix. He was a master of the electric guitar and was able to create a wide range of sounds and effects. He was also a skilled songwriter and was able to c,0.1812,0.0390,Jimi Hendrix is widely regarded as the greatest guitarist of all time.  He revolutionized the way people play the guitar and his playing style is still studied by guitarists today.  He was a true inno,0.1710,0.0448,"Jimi Hendrix is widely regarded as the greatest guitarist of all time.  He was a pioneer of the electric guitar and his playing style was revolutionary.  He was known for his use of feedback, distorti",0.1444,0.0495,LoRA
45,general_qa,Is karaoke fun?,"It depends.  Some people like karaoke, and some don't.  You might enjoy karaoke if, for example, you have an outgoing personality, like to sing or perform publicly, or enjoy bonding with others over m","Yes, karaoke is fun. It is a form of entertainment where people sing along with recorded music, often with a live band or instrumental accompaniment. Karaoke can be a fun way to socialize, relax, and ",0.1477,0.0079,"Karaoke is a fun activity that can be enjoyed by people of all ages. It is a great way to socialize and have fun with friends and family. Karaoke can be done in a variety of settings, such as at home,",0.1436,0.0091,"Yes, karaoke is fun.  It is a great way to sing with friends and family.  It is also a great way to sing with strangers.  Karaoke is a great way to sing with people you don't know.  Karaoke is a great",0.1412,0.0036,"Karaoke is a fun activity that can be enjoyed by people of all ages. It is a great way to socialize and have fun with friends and family. Karaoke can be done in a variety of settings, such as at home,",0.1377,0.0073,LoRA
46,general_qa,What is the name of the meme crypto coin that Elon Musk made famous?,"Elon Musk brought attention to the crypto currency Dogecoin by tweeting the word ""One word: Doge"". This brought the coin into meme status with its value starting at $0.0047 and skyrocketing to $0.7376","The meme crypto coin that Elon Musk made famous is Dogecoin (DOGE). It was created as a joke in 2013 but gained popularity after Musk tweeted about it in 2021, causing its price to surge. Musk has sin",0.0972,0.0029,"Dogecoin. It was originally created as a joke, but it has become a real cryptocurrency. It is also the name of a dog that was a meme. Elon Musk has been a proponent of Dogecoin and has used it to make",0.0608,0.0026,"Dogecoin. It is a joke cryptocurrency that was created in 2013. It was originally intended to be a joke, but it has gained popularity over the years. Elon Musk has been a strong supporter of Dogecoin ",0.0934,0.0035,"Dogecoin. It is a cryptocurrency created by software engineers Billy Markus and Jackson Palmer, who decided to create a payment system as a ""joke"", making fun of the wild speculation in cryptocurrenci",0.0991,0.0034,Full Fine-Tune
47,general_qa,How do I find my Tesla charging station?,Access charge settings by touching Controls > Charging when Tesla is in Park. You can also touch the battery icon on the touchscreen to access charge settings.,"To find your Tesla charging station, follow these steps:

1.  **Use the Tesla App**: Open the Tesla app on your smartphone and log in to your account. The app will show you the location of your vehicl",0.0969,0.0061,You can find your Tesla charging station by using the Tesla app on your phone.  The app will show you the location of your charging station and the status of your charging session.  You can also use t,0.1020,0.0057,You can find your Tesla charging station by using the Tesla app.  The app will show you the location of your charging station and the status of your charging station.  You can also use the app to sche,0.0898,0.0055,You can find your Tesla charging station by using the Tesla app on your phone.  You can also use the Tesla website to find your charging station.  You can also use the Tesla app to find charging stati,0.0887,0.0054,LoRA
48,general_qa,What is the trias politica?,"The trias politica is the typical separation of powers in a government - the legislative power, the executive power and the judiciary power. These powers should be independent of each other, with each","The trias politica is a political system in which the power is divided among three branches: the legislative, the executive, and the judicial. This system is designed to provide a system of checks and",0.2222,0.0246,"The trias politica is a political system where the power is divided between three branches of government. The three branches are the legislative, the executive and the judiciary. The legislative branc",0.2033,0.0279,"The trias politica is a political system where the power is divided between three branches of government. The three branches are the legislative, the executive and the judiciary. The legislative branc",0.2000,0.0260,"The trias politica is a political system in which the power is divided between three branches of government. The three branches are the legislative, the executive and the judicial. The legislative bra",0.1987,0.0242,LoRA
49,general_qa,What are the New Rules for 2022?,"IFAB introduced twelve new football rules for the 2019/20 season. They include changes to the handball rule and sterner punishments for an 'illegal' goal celebration.

The official Laws of the Game 20","The new rules for 2022 are as follows:

1.  **New Tax Brackets**: The tax brackets for 2022 are as follows:
    *   Single filers: 10% on the first $10,275, 12% on income between $10,276 and $41,775, ",0.0914,0.0048,"The New Rules for 2022 are:
1. The ball must be dropped from a height of 3.05 meters (10 feet) above the ground.
2. The ball must be released from the hand, and not thrown.
3. The ball must be release",0.0853,0.0036,"The New Rules for 2022 are:
1. The ball must be made of a material that is less than 1.68 grams per cubic centimeter.
2. The ball must be made of a material that is less than 1.68 grams per cubic cent",0.0934,0.0032,"The New Rules for 2022 are:
1. The 2022 NFL season will be played with 17 regular season games.
2. The 2022 NFL season will be played with a 14 game regular season schedule for teams that made the pla",0.1085,0.0030,Full Fine-Tune
50,information_extraction,Was Samuel Wesley the founder of the Methodist Church?,"No, John Wesley, his uncle, was the founder of the Methodist Church.","No, Samuel Wesley was not the founder of the Methodist Church. His uncle, John Wesley, was the founder of the Methodist Church. Samuel Wesley was an organist and composer, and a member of a family of ",0.1048,0.0307,"No, John Wesley was the founder of the Methodist Church. Samuel Wesley was his nephew. He was an English organist and composer in the late Georgian period. He was a contemporary of Mozart (1756–1791) ",0.1023,0.0325,"No, John Wesley was the founder of the Methodist Church. Samuel Wesley was his nephew. He was an English organist and composer in the late Georgian period. He was a contemporary of Mozart (1756–1791) ",0.1146,0.0382,"No, John Wesley was the founder of the Methodist Church. Samuel Wesley was the son of Charles Wesley, a contemporary of Mozart, and the grandson of Samuel Wesley, a poet of the late Stuart period. He ",0.0913,0.0311,QLoRA
51,information_extraction,What year was Craigslist founded?,Craigslist was founded in the year 1995 by Craig Newmark.,"1995.  Craig Newmark began the service in 1995 as an email distribution list to friends, featuring local events in the San Francisco Bay Area. It became a web-based service in 1996 and expanded into o",0.0625,0.0078,"Craigslist was founded in 1995. It was started by Craig Newmark as an email distribution list to friends, featuring local events in the San Francisco Bay Area. It became a web-based service in 1996 an",0.0696,0.0137,"Craigslist was founded in 1995.  It was started as an email distribution list to friends, featuring local events in the San Francisco Bay Area.  It became a web-based service in 1996 and expanded into",0.0673,0.0137,"Craigslist was founded in 1995.  It was started by Craig Newmark as an email distribution list to friends, featuring local events in the San Francisco Bay Area.  It became a web-based service in 1996 ",0.0737,0.0144,Full Fine-Tune
